# Messreihe Lazy Skills 2026-09-18 (Bericht docs/messung-lazy-skills-2026-09-18.md). CSV, UTF-8, Komma, Textfelder mit Komma in doppelten Anführungszeichen. Spalten: cli=claude|codex; zustand=vorher (main f22c0dc)|nachher (HEAD 71871af)|differenz (nachher − vorher); messung=context (Claude /context)|baseline (Claude-Persona mit Auftrag OK)|prompt-input (Codex-Startprompt)|dynamisch (Claude-Arbeitsauftrag)|dynamisch-implizit|dynamisch-explizit (Codex-Arbeitsauftrag ohne/mit $-Command); persona=bertram|christian|bruce (Plugin it-grundschutz)|nixie, sonst Plugin (bibliothekarin, tools), builtin oder gesamt; metrik=Name laut Abschnitt Metriken im Bericht; wert=Zahl mit Punkt als Dezimaltrenner ohne Tausendertrenner oder n/a; einheit=tokens|zeichen|bytes|requests|anzahl|dateien|usd|s|bool; anmerkung=Quelle, Zusammensetzung, Einschränkung. Dynamische Werte sind Einzelläufe (n=1) ohne Streuung.
cli,zustand,messung,persona,metrik,wert,einheit,anmerkung
claude,nachher,baseline,bruce,duration_s,7.4,s,"result.duration_ms, Lauf ohne Proxy (sc-np-after-it-grundschutz-sonnet)"
claude,nachher,baseline,bruce,main_first_default,23482,tokens,"Hauptsitzung Default claude-opus-5[1m], Proxy (sc-b-after-it-grundschutz-opusdef-1)"
claude,nachher,baseline,bruce,sub_first_default,12928,tokens,"Hauptsitzung Default claude-opus-5[1m], Proxy (sc-b-after-it-grundschutz-opusdef-1)"
claude,differenz,baseline,bruce,main_first,-8359,tokens,nachher − vorher (-19.1 %)
claude,differenz,baseline,bruce,main_first_proxy,-1449,tokens,nachher − vorher (-4.1 %)
claude,differenz,baseline,bruce,sub_first,-22094,tokens,nachher − vorher (-62.9 %)
claude,differenz,baseline,bruce,sub_sum,-79878,tokens,nachher − vorher (-74.8 %)
claude,differenz,baseline,bruce,main_first_default,-8359,tokens,nachher − vorher (-26.3 %)
claude,differenz,baseline,bruce,sub_first_default,-22093,tokens,nachher − vorher (-63.1 %)
claude,vorher,baseline,nixie,main_first,43772,tokens,"--model sonnet, ohne Proxy, usage der ersten Haupt-Antwort in stream-json (sc-np-before-nixie-sonnet)"
claude,vorher,baseline,nixie,main_first_proxy,35479,tokens,--model sonnet über Proxy (sc-b-before-nixie-1); verzerrt: Plugin-Skills im Listing nur als Namen
claude,vorher,baseline,nixie,sub_first,26506,tokens,"Persona claude-opus-5, Proxy (sc-b-before-nixie-1); ohne Proxy sichtbarer Sub-Request weicht ≤1 ab"
claude,vorher,baseline,nixie,sub_n,3,requests,Proxy (sc-b-before-nixie-1)
claude,vorher,baseline,nixie,sub_sum,80654,tokens,Proxy (sc-b-before-nixie-1)
claude,vorher,baseline,nixie,sub_peak,27591,tokens,Proxy (sc-b-before-nixie-1)
claude,vorher,baseline,nixie,output_sum,512,tokens,"Haupt- + Subagent-Requests, Proxy (sc-b-before-nixie-1); ohne Titel/Klassifikator"
claude,vorher,baseline,nixie,files_read,0,dateien,"keine Read-Aufrufe, einziges Tool der Persona: SubagentHandback"
claude,vorher,baseline,nixie,cost_usd,0.2896,usd,"total_cost_usd, ein result-Event, Lauf ohne Proxy (sc-np-before-nixie-sonnet); inkl. Titel- und Auto-Mode-Klassifikator-Requests"
claude,vorher,baseline,nixie,duration_s,13.8,s,"result.duration_ms, Lauf ohne Proxy (sc-np-before-nixie-sonnet)"
claude,vorher,baseline,nixie,main_first_default,31836,tokens,"Hauptsitzung Default claude-opus-5[1m], Proxy (sc-b-before-nixie-opusdef-2)"
claude,vorher,baseline,nixie,sub_first_default,26389,tokens,"Hauptsitzung Default claude-opus-5[1m], Proxy (sc-b-before-nixie-opusdef-2)"
claude,nachher,baseline,nixie,main_first,35412,tokens,"--model sonnet, ohne Proxy, usage der ersten Haupt-Antwort in stream-json (sc-np-after-nixie-sonnet)"
claude,nachher,baseline,nixie,main_first_proxy,34030,tokens,--model sonnet über Proxy (sc-b-after-nixie-1); verzerrt: Plugin-Skills im Listing nur als Namen
claude,nachher,baseline,nixie,sub_first,12633,tokens,"Persona claude-opus-5, Proxy (sc-b-after-nixie-1); ohne Proxy sichtbarer Sub-Request weicht ≤1 ab"
claude,nachher,baseline,nixie,sub_n,2,requests,Proxy (sc-b-after-nixie-1)
claude,nachher,baseline,nixie,sub_sum,26091,tokens,Proxy (sc-b-after-nixie-1)
claude,nachher,baseline,nixie,sub_peak,13458,tokens,Proxy (sc-b-after-nixie-1)
claude,nachher,baseline,nixie,output_sum,204,tokens,"Haupt- + Subagent-Requests, Proxy (sc-b-after-nixie-1); ohne Titel/Klassifikator"
claude,nachher,baseline,nixie,files_read,0,dateien,"keine Read-Aufrufe, einziges Tool der Persona: SubagentHandback"
claude,nachher,baseline,nixie,cost_usd,0.1358,usd,"total_cost_usd, ein result-Event, Lauf ohne Proxy (sc-np-after-nixie-sonnet); inkl. Titel- und Auto-Mode-Klassifikator-Requests"
claude,nachher,baseline,nixie,duration_s,7.2,s,"result.duration_ms, Lauf ohne Proxy (sc-np-after-nixie-sonnet)"
claude,nachher,baseline,nixie,main_first_default,23476,tokens,"Hauptsitzung Default claude-opus-5[1m], Proxy (sc-b-after-nixie-opusdef-1)"
claude,nachher,baseline,nixie,sub_first_default,12516,tokens,"Hauptsitzung Default claude-opus-5[1m], Proxy (sc-b-after-nixie-opusdef-1)"
claude,differenz,baseline,nixie,main_first,-8360,tokens,nachher − vorher (-19.1 %)
claude,differenz,baseline,nixie,main_first_proxy,-1449,tokens,nachher − vorher (-4.1 %)
claude,differenz,baseline,nixie,sub_first,-13873,tokens,nachher − vorher (-52.3 %)
claude,differenz,baseline,nixie,sub_sum,-54563,tokens,nachher − vorher (-67.7 %)
claude,differenz,baseline,nixie,main_first_default,-8360,tokens,nachher − vorher (-26.3 %)
claude,differenz,baseline,nixie,sub_first_default,-13873,tokens,nachher − vorher (-52.6 %)
claude,vorher,context,gesamt,summe_mcp_pending,17100,tokens,"Läufe sc-context-*-1/-2, Claude Docs im init-Event noch pending, MCP-Zeilen fehlen; nicht gewertet"
claude,nachher,context,gesamt,summe_mcp_pending,16000,tokens,"Läufe sc-context-*-1/-2, Claude Docs im init-Event noch pending, MCP-Zeilen fehlen; nicht gewertet"
claude,vorher,baseline,bertram,sub_first_wiederholung,22553,tokens,"Proxy, Wiederholungslauf sc-b-*-bertram-2"
claude,nachher,baseline,bertram,sub_first_wiederholung,12125,tokens,"Proxy, Wiederholungslauf sc-b-*-bertram-2"
claude,vorher,baseline,bertram,main_first_proxy_wiederholung,35479,tokens,"--model sonnet über Proxy, Wiederholungslauf sc-b-*-bertram-2; verzerrt"
claude,nachher,baseline,bertram,main_first_proxy_wiederholung,34032,tokens,"--model sonnet über Proxy, Wiederholungslauf sc-b-*-bertram-2; verzerrt"
claude,nachher,baseline,bertram,sub_first_ohne_proxy,12124,tokens,"erster Persona-Request, im stream-json ohne Proxy sichtbar"
claude,nachher,baseline,christian,sub_first_ohne_proxy,14176,tokens,"erster Persona-Request, im stream-json ohne Proxy sichtbar"
claude,nachher,baseline,bruce,sub_first_ohne_proxy,13044,tokens,"erster Persona-Request, im stream-json ohne Proxy sichtbar"
claude,nachher,baseline,nixie,sub_first_ohne_proxy,12634,tokens,"erster Persona-Request, im stream-json ohne Proxy sichtbar"
claude,vorher,baseline,bertram,sub_request2_ohne_proxy,22604,tokens,vorher ist ohne Proxy erst der 2. Persona-Request sichtbar
claude,vorher,baseline,bertram,sub_request2_proxy,22604,tokens,"2. Persona-Request über Proxy, zum Abgleich"
claude,vorher,baseline,christian,sub_request2_ohne_proxy,43755,tokens,vorher ist ohne Proxy erst der 2. Persona-Request sichtbar
claude,vorher,baseline,christian,sub_request2_proxy,43756,tokens,"2. Persona-Request über Proxy, zum Abgleich"
claude,vorher,baseline,bruce,sub_request2_ohne_proxy,35188,tokens,vorher ist ohne Proxy erst der 2. Persona-Request sichtbar
claude,vorher,baseline,bruce,sub_request2_proxy,35189,tokens,"2. Persona-Request über Proxy, zum Abgleich"
claude,vorher,baseline,nixie,sub_request2_ohne_proxy,26558,tokens,vorher ist ohne Proxy erst der 2. Persona-Request sichtbar
claude,vorher,baseline,nixie,sub_request2_proxy,26557,tokens,"2. Persona-Request über Proxy, zum Abgleich"
claude,vorher,baseline,bertram,skills_vorgeladen,5,anzahl,Skill-Texte als User-Blöcke im ersten Persona-Request (Frontmatter skills:)
claude,nachher,baseline,bertram,skills_vorgeladen,0,anzahl,keine
claude,vorher,baseline,christian,skills_vorgeladen,6,anzahl,Skill-Texte als User-Blöcke im ersten Persona-Request (Frontmatter skills:)
claude,nachher,baseline,christian,skills_vorgeladen,0,anzahl,keine
claude,vorher,baseline,bruce,skills_vorgeladen,8,anzahl,Skill-Texte als User-Blöcke im ersten Persona-Request (Frontmatter skills:)
claude,nachher,baseline,bruce,skills_vorgeladen,0,anzahl,keine
claude,vorher,baseline,nixie,skills_vorgeladen,4,anzahl,Skill-Texte als User-Blöcke im ersten Persona-Request (Frontmatter skills:)
claude,nachher,baseline,nixie,skills_vorgeladen,0,anzahl,keine
claude,vorher,baseline,christian,persona_systemprompt,10786,zeichen,Systemprompt der Persona
claude,nachher,baseline,christian,persona_systemprompt,14157,zeichen,Systemprompt der Persona
claude,vorher,baseline,gesamt,liste_skills_agenten,34586,zeichen,"Skill- und Agentenliste im mitgeschnittenen Body, Hauptsitzung claude-opus-5[1m]"
claude,nachher,baseline,gesamt,liste_skills_agenten,18815,zeichen,"Skill- und Agentenliste im mitgeschnittenen Body, Hauptsitzung claude-opus-5[1m]"
claude,vorher,baseline,gesamt,tool_definitionen,42900,zeichen,"Tool-Definitionen im ersten Hauptrequest, --model sonnet; in beiden Zuständen gleich lang"
claude,nachher,baseline,gesamt,tool_definitionen,42900,zeichen,"Tool-Definitionen im ersten Hauptrequest, --model sonnet; in beiden Zuständen gleich lang"
codex,vorher,prompt-input,gesamt,prompt_gesamt,35267,zeichen,Summe aller 10 input_text; Unicode-Codepoints
codex,vorher,prompt-input,gesamt,prompt_gesamt,9147,tokens,o200k_base; ohne Base-Instructions/Tool-Schemas/Message-Framing
codex,vorher,prompt-input,gesamt,prompt_gesamt,35514,bytes,UTF-8 der input_text
codex,vorher,prompt-input,gesamt,prompt_json,38347,bytes,Dateigröße Ausgabe debug prompt-input
codex,vorher,prompt-input,gesamt,prompt_gesamt_normiert,35157,zeichen,CODEX_HOME=/home/muhackel/.codex und cwd=/tmp/lazy-mess/work gleichgesetzt
codex,vorher,prompt-input,gesamt,prompt_gesamt_normiert,9118,tokens,wie oben normiert
codex,vorher,prompt-input,gesamt,skills_instructions,19796,zeichen,Block <skills_instructions>
codex,vorher,prompt-input,gesamt,skills_instructions,5562,tokens,Block <skills_instructions>
codex,vorher,prompt-input,gesamt,skills_instructions_normiert,19730,zeichen,Pfade gleichgesetzt
codex,vorher,prompt-input,gesamt,skills_instructions_normiert,5551,tokens,Pfade gleichgesetzt
codex,vorher,prompt-input,gesamt,katalog_eintraege,37,anzahl,inkl. 5 System-Skills
codex,vorher,prompt-input,gesamt,katalog_eintraege_plugins,32,anzahl,6 Plugins muhackel-plugins
codex,vorher,prompt-input,gesamt,plugin_eintraege,16212,zeichen,Summe Zeilen inkl. '- ' und Zeilenumbruch
codex,vorher,prompt-input,gesamt,plugin_eintraege,4594,tokens,Summe isoliert kodierter Zeilen
codex,vorher,prompt-input,gesamt,skill_roots,11,anzahl,Tabelle ### Skill roots
codex,vorher,prompt-input,gesamt,skill_roots,1148,zeichen,inkl. Zeilenumbruch
codex,vorher,prompt-input,gesamt,skill_roots,429,tokens,
codex,vorher,prompt-input,gesamt,rest_ausserhalb_skills,15471,zeichen,9 übrige input_text-Items
codex,vorher,prompt-input,gesamt,rest_ausserhalb_skills,3585,tokens,9 übrige input_text-Items
codex,vorher,prompt-input,builtin,eintraege,5,anzahl,skills/.system
codex,vorher,prompt-input,builtin,eintraege,2083,zeichen,
codex,vorher,prompt-input,builtin,eintraege,459,tokens,
codex,vorher,prompt-input,bibliothekarin,eintraege,5,anzahl,
codex,vorher,prompt-input,bibliothekarin,eintraege,1618,zeichen,
codex,vorher,prompt-input,bibliothekarin,eintraege,436,tokens,
codex,vorher,prompt-input,bibliothekarin,skill_roots,227,zeichen,2 Roots
codex,vorher,prompt-input,bibliothekarin,eintrag:diagramm-auswahl,413,zeichen,
codex,vorher,prompt-input,bibliothekarin,eintrag:diagramm-auswahl,113,tokens,
codex,vorher,prompt-input,bibliothekarin,eintrag:mermaid,416,zeichen,
codex,vorher,prompt-input,bibliothekarin,eintrag:mermaid,116,tokens,
codex,vorher,prompt-input,bibliothekarin,eintrag:plantuml,494,zeichen,
codex,vorher,prompt-input,bibliothekarin,eintrag:plantuml,125,tokens,
codex,vorher,prompt-input,bibliothekarin,eintrag:source-command-karin,146,zeichen,
codex,vorher,prompt-input,bibliothekarin,eintrag:source-command-karin,41,tokens,
codex,vorher,prompt-input,bibliothekarin,eintrag:source-command-vault,149,zeichen,
codex,vorher,prompt-input,bibliothekarin,eintrag:source-command-vault,41,tokens,
codex,vorher,prompt-input,nixie,eintraege,5,anzahl,
codex,vorher,prompt-input,nixie,eintraege,1827,zeichen,
codex,vorher,prompt-input,nixie,eintraege,523,tokens,
codex,vorher,prompt-input,nixie,skill_roots,210,zeichen,2 Roots
codex,vorher,prompt-input,nixie,eintrag:nix-deploy,459,zeichen,
codex,vorher,prompt-input,nixie,eintrag:nix-deploy,131,tokens,
codex,vorher,prompt-input,nixie,eintrag:nix-docs,415,zeichen,
codex,vorher,prompt-input,nixie,eintrag:nix-docs,122,tokens,
codex,vorher,prompt-input,nixie,eintrag:nix-packaging,392,zeichen,
codex,vorher,prompt-input,nixie,eintrag:nix-packaging,118,tokens,
codex,vorher,prompt-input,nixie,eintrag:nixos-config,426,zeichen,
codex,vorher,prompt-input,nixie,eintrag:nixos-config,109,tokens,
codex,vorher,prompt-input,nixie,eintrag:source-command-nixie,135,zeichen,
codex,vorher,prompt-input,nixie,eintrag:source-command-nixie,43,tokens,
codex,vorher,prompt-input,bruce,eintraege,9,anzahl,
codex,vorher,prompt-input,bruce,eintraege,5124,zeichen,
codex,vorher,prompt-input,bruce,eintraege,1385,tokens,
codex,vorher,prompt-input,bruce,skill_roots,227,zeichen,2 Roots
codex,vorher,prompt-input,bruce,eintrag:gs-cache,680,zeichen,
codex,vorher,prompt-input,bruce,eintrag:gs-cache,176,tokens,
codex,vorher,prompt-input,bruce,eintrag:gs-crosswalk,656,zeichen,
codex,vorher,prompt-input,bruce,eintrag:gs-crosswalk,165,tokens,
codex,vorher,prompt-input,bruce,eintrag:gs-dokument,647,zeichen,
codex,vorher,prompt-input,bruce,eintrag:gs-dokument,163,tokens,
codex,vorher,prompt-input,bruce,eintrag:gs-ingest,564,zeichen,
codex,vorher,prompt-input,bruce,eintrag:gs-ingest,159,tokens,
codex,vorher,prompt-input,bruce,eintrag:gs-krypto,621,zeichen,
codex,vorher,prompt-input,bruce,eintrag:gs-krypto,182,tokens,
codex,vorher,prompt-input,bruce,eintrag:gs-lookup,460,zeichen,
codex,vorher,prompt-input,bruce,eintrag:gs-lookup,125,tokens,
codex,vorher,prompt-input,bruce,eintrag:gs-modellierung,617,zeichen,
codex,vorher,prompt-input,bruce,eintrag:gs-modellierung,165,tokens,
codex,vorher,prompt-input,bruce,eintrag:gs-review,727,zeichen,
codex,vorher,prompt-input,bruce,eintrag:gs-review,208,tokens,
codex,vorher,prompt-input,bruce,eintrag:source-command-bruce,152,zeichen,
codex,vorher,prompt-input,bruce,eintrag:source-command-bruce,42,tokens,
codex,vorher,prompt-input,bertram,eintraege,6,anzahl,
codex,vorher,prompt-input,bertram,eintraege,2780,zeichen,
codex,vorher,prompt-input,bertram,eintraege,790,tokens,
codex,vorher,prompt-input,bertram,skill_roots,213,zeichen,2 Roots
codex,vorher,prompt-input,bertram,eintrag:net-config,567,zeichen,
codex,vorher,prompt-input,bertram,eintrag:net-config,153,tokens,
codex,vorher,prompt-input,bertram,eintrag:net-design,569,zeichen,
codex,vorher,prompt-input,bertram,eintrag:net-design,163,tokens,
codex,vorher,prompt-input,bertram,eintrag:net-diagnose,513,zeichen,
codex,vorher,prompt-input,bertram,eintrag:net-diagnose,161,tokens,
codex,vorher,prompt-input,bertram,eintrag:net-operate,525,zeichen,
codex,vorher,prompt-input,bertram,eintrag:net-operate,142,tokens,
codex,vorher,prompt-input,bertram,eintrag:net-reference,460,zeichen,
codex,vorher,prompt-input,bertram,eintrag:net-reference,129,tokens,
codex,vorher,prompt-input,bertram,eintrag:source-command-bertram,146,zeichen,
codex,vorher,prompt-input,bertram,eintrag:source-command-bertram,42,tokens,
codex,vorher,prompt-input,christian,eintraege,7,anzahl,
codex,vorher,prompt-input,christian,eintraege,4863,zeichen,
codex,vorher,prompt-input,christian,eintraege,1460,tokens,
codex,vorher,prompt-input,christian,skill_roots,217,zeichen,2 Roots
codex,vorher,prompt-input,christian,eintrag:bsd-firewall,1084,zeichen,
codex,vorher,prompt-input,christian,eintrag:bsd-firewall,322,tokens,
codex,vorher,prompt-input,christian,eintrag:openvpn,585,zeichen,
codex,vorher,prompt-input,christian,eintrag:openvpn,174,tokens,
codex,vorher,prompt-input,christian,eintrag:router-appliance,792,zeichen,
codex,vorher,prompt-input,christian,eintrag:router-appliance,236,tokens,
codex,vorher,prompt-input,christian,eintrag:source-command-christian,167,zeichen,
codex,vorher,prompt-input,christian,eintrag:source-command-christian,44,tokens,
codex,vorher,prompt-input,christian,eintrag:vpn-reference,607,zeichen,
codex,vorher,prompt-input,christian,eintrag:vpn-reference,165,tokens,
codex,vorher,prompt-input,christian,eintrag:vpn-tunnel,738,zeichen,
codex,vorher,prompt-input,christian,eintrag:vpn-tunnel,239,tokens,
codex,vorher,prompt-input,christian,eintrag:wan-link,890,zeichen,
codex,vorher,prompt-input,christian,eintrag:wan-link,280,tokens,
codex,vorher,prompt-input,tools,eintraege,0,anzahl,0 sichtbar; 7 Skills im Cache mit allow_implicit_invocation false
codex,vorher,prompt-input,tools,eintraege,0,zeichen,
codex,vorher,prompt-input,tools,eintraege,0,tokens,
codex,vorher,prompt-input,tools,skill_roots,0,zeichen,0 Roots
codex,nachher,prompt-input,gesamt,prompt_gesamt,22048,zeichen,Summe aller 10 input_text; Unicode-Codepoints
codex,nachher,prompt-input,gesamt,prompt_gesamt,5334,tokens,o200k_base; ohne Base-Instructions/Tool-Schemas/Message-Framing
codex,nachher,prompt-input,gesamt,prompt_gesamt,22153,bytes,UTF-8 der input_text
codex,nachher,prompt-input,gesamt,prompt_json,24957,bytes,Dateigröße Ausgabe debug prompt-input
codex,nachher,prompt-input,gesamt,prompt_gesamt_normiert,21986,zeichen,CODEX_HOME=/home/muhackel/.codex und cwd=/tmp/lazy-mess/work gleichgesetzt
codex,nachher,prompt-input,gesamt,prompt_gesamt_normiert,5312,tokens,wie oben normiert
codex,nachher,prompt-input,gesamt,skills_instructions,6579,zeichen,Block <skills_instructions>
codex,nachher,prompt-input,gesamt,skills_instructions,1749,tokens,Block <skills_instructions>
codex,nachher,prompt-input,gesamt,skills_instructions_normiert,6559,zeichen,Pfade gleichgesetzt
codex,nachher,prompt-input,gesamt,skills_instructions_normiert,1745,tokens,Pfade gleichgesetzt
codex,nachher,prompt-input,gesamt,katalog_eintraege,14,anzahl,inkl. 5 System-Skills
codex,nachher,prompt-input,gesamt,katalog_eintraege_plugins,9,anzahl,6 Plugins muhackel-plugins
codex,nachher,prompt-input,gesamt,plugin_eintraege,3796,zeichen,Summe Zeilen inkl. '- ' und Zeilenumbruch
codex,nachher,prompt-input,gesamt,plugin_eintraege,1080,tokens,Summe isoliert kodierter Zeilen
codex,nachher,prompt-input,gesamt,skill_roots,4,anzahl,Tabelle ### Skill roots
codex,nachher,prompt-input,gesamt,skill_roots,347,zeichen,inkl. Zeilenumbruch
codex,nachher,prompt-input,gesamt,skill_roots,130,tokens,
codex,nachher,prompt-input,gesamt,rest_ausserhalb_skills,15469,zeichen,9 übrige input_text-Items
codex,nachher,prompt-input,gesamt,rest_ausserhalb_skills,3585,tokens,9 übrige input_text-Items
codex,nachher,prompt-input,builtin,eintraege,5,anzahl,skills/.system
codex,nachher,prompt-input,builtin,eintraege,2083,zeichen,
codex,nachher,prompt-input,builtin,eintraege,459,tokens,
codex,nachher,prompt-input,bibliothekarin,eintraege,5,anzahl,
codex,nachher,prompt-input,bibliothekarin,eintraege,1618,zeichen,
codex,nachher,prompt-input,bibliothekarin,eintraege,436,tokens,
codex,nachher,prompt-input,bibliothekarin,skill_roots,225,zeichen,2 Roots
codex,nachher,prompt-input,bibliothekarin,eintrag:diagramm-auswahl,413,zeichen,
codex,nachher,prompt-input,bibliothekarin,eintrag:diagramm-auswahl,113,tokens,
codex,nachher,prompt-input,bibliothekarin,eintrag:mermaid,416,zeichen,
codex,nachher,prompt-input,bibliothekarin,eintrag:mermaid,116,tokens,
codex,nachher,prompt-input,bibliothekarin,eintrag:plantuml,494,zeichen,
codex,nachher,prompt-input,bibliothekarin,eintrag:plantuml,125,tokens,
codex,nachher,prompt-input,bibliothekarin,eintrag:source-command-karin,146,zeichen,
codex,nachher,prompt-input,bibliothekarin,eintrag:source-command-karin,41,tokens,
codex,nachher,prompt-input,bibliothekarin,eintrag:source-command-vault,149,zeichen,
codex,nachher,prompt-input,bibliothekarin,eintrag:source-command-vault,41,tokens,
codex,nachher,prompt-input,nixie,eintraege,1,anzahl,
codex,nachher,prompt-input,nixie,eintraege,551,zeichen,
codex,nachher,prompt-input,nixie,eintraege,160,tokens,
codex,nachher,prompt-input,nixie,skill_roots,0,zeichen,0 Roots
codex,nachher,prompt-input,nixie,eintrag:source-command-nixie,551,zeichen,
codex,nachher,prompt-input,nixie,eintrag:source-command-nixie,160,tokens,
codex,nachher,prompt-input,bruce,eintraege,1,anzahl,
codex,nachher,prompt-input,bruce,eintraege,571,zeichen,
codex,nachher,prompt-input,bruce,eintraege,162,tokens,
codex,nachher,prompt-input,bruce,skill_roots,0,zeichen,0 Roots
codex,nachher,prompt-input,bruce,eintrag:source-command-bruce,571,zeichen,
codex,nachher,prompt-input,bruce,eintrag:source-command-bruce,162,tokens,
codex,nachher,prompt-input,bertram,eintraege,1,anzahl,
codex,nachher,prompt-input,bertram,eintraege,501,zeichen,
codex,nachher,prompt-input,bertram,eintraege,158,tokens,
codex,nachher,prompt-input,bertram,skill_roots,0,zeichen,0 Roots
codex,nachher,prompt-input,bertram,eintrag:source-command-bertram,501,zeichen,
codex,nachher,prompt-input,bertram,eintrag:source-command-bertram,158,tokens,
codex,nachher,prompt-input,christian,eintraege,1,anzahl,
codex,nachher,prompt-input,christian,eintraege,555,zeichen,
codex,nachher,prompt-input,christian,eintraege,164,tokens,
codex,nachher,prompt-input,christian,skill_roots,0,zeichen,0 Roots
codex,nachher,prompt-input,christian,eintrag:source-command-christian,555,zeichen,
codex,nachher,prompt-input,christian,eintrag:source-command-christian,164,tokens,
codex,nachher,prompt-input,tools,eintraege,0,anzahl,0 sichtbar; 7 Skills im Cache mit allow_implicit_invocation false
codex,nachher,prompt-input,tools,eintraege,0,zeichen,
codex,nachher,prompt-input,tools,eintraege,0,tokens,
codex,nachher,prompt-input,tools,skill_roots,0,zeichen,0 Roots
codex,nachher,prompt-input,gesamt,skill_root_gemeinsam,69,zeichen,r1 = plugins/cache/muhackel-plugins für bertram/christian/it-grundschutz/nixie
codex,differenz,prompt-input,gesamt,prompt_gesamt,-13219,zeichen,nachher − vorher
codex,differenz,prompt-input,gesamt,prompt_gesamt,-3813,tokens,nachher − vorher
codex,differenz,prompt-input,gesamt,prompt_gesamt,-13361,bytes,nachher − vorher
codex,differenz,prompt-input,gesamt,prompt_json,-13390,bytes,nachher − vorher
codex,differenz,prompt-input,gesamt,prompt_gesamt_normiert,-13171,zeichen,nachher − vorher
codex,differenz,prompt-input,gesamt,prompt_gesamt_normiert,-3806,tokens,nachher − vorher
codex,differenz,prompt-input,gesamt,skills_instructions,-13217,zeichen,nachher − vorher
codex,differenz,prompt-input,gesamt,skills_instructions,-3813,tokens,nachher − vorher
codex,differenz,prompt-input,gesamt,skills_instructions_normiert,-13171,zeichen,nachher − vorher
codex,differenz,prompt-input,gesamt,skills_instructions_normiert,-3806,tokens,nachher − vorher
codex,differenz,prompt-input,gesamt,katalog_eintraege,-23,anzahl,nachher − vorher
codex,differenz,prompt-input,gesamt,katalog_eintraege_plugins,-23,anzahl,nachher − vorher
codex,differenz,prompt-input,gesamt,plugin_eintraege,-12416,zeichen,nachher − vorher
codex,differenz,prompt-input,gesamt,plugin_eintraege,-3514,tokens,nachher − vorher
codex,differenz,prompt-input,gesamt,skill_roots,-7,anzahl,nachher − vorher
codex,differenz,prompt-input,gesamt,skill_roots,-801,zeichen,nachher − vorher
codex,differenz,prompt-input,gesamt,skill_roots,-299,tokens,nachher − vorher
codex,differenz,prompt-input,gesamt,rest_ausserhalb_skills,-2,zeichen,nachher − vorher; nur cwd-Pfad (mktemp-Name before/after je 2x)
codex,differenz,prompt-input,gesamt,rest_ausserhalb_skills,0,tokens,nachher − vorher
codex,differenz,prompt-input,bibliothekarin,eintraege,0,anzahl,nachher − vorher
codex,differenz,prompt-input,bibliothekarin,eintraege,0,zeichen,nachher − vorher
codex,differenz,prompt-input,bibliothekarin,eintraege,0,tokens,nachher − vorher
codex,differenz,prompt-input,nixie,eintraege,-4,anzahl,nachher − vorher
codex,differenz,prompt-input,nixie,eintraege,-1276,zeichen,nachher − vorher
codex,differenz,prompt-input,nixie,eintraege,-363,tokens,nachher − vorher
codex,differenz,prompt-input,bruce,eintraege,-8,anzahl,nachher − vorher
codex,differenz,prompt-input,bruce,eintraege,-4553,zeichen,nachher − vorher
codex,differenz,prompt-input,bruce,eintraege,-1223,tokens,nachher − vorher
codex,differenz,prompt-input,bertram,eintraege,-5,anzahl,nachher − vorher
codex,differenz,prompt-input,bertram,eintraege,-2279,zeichen,nachher − vorher
codex,differenz,prompt-input,bertram,eintraege,-632,tokens,nachher − vorher
codex,differenz,prompt-input,christian,eintraege,-6,anzahl,nachher − vorher
codex,differenz,prompt-input,christian,eintraege,-4308,zeichen,nachher − vorher
codex,differenz,prompt-input,christian,eintraege,-1296,tokens,nachher − vorher
codex,differenz,prompt-input,tools,eintraege,0,anzahl,nachher − vorher
codex,differenz,prompt-input,tools,eintraege,0,zeichen,nachher − vorher
codex,differenz,prompt-input,tools,eintraege,0,tokens,nachher − vorher
codex,vorher,prompt-input,gesamt,prompt_json_setup,38304,bytes,Setup-Lauf mit cwd /tmp/lazy-mess/work; anderer Lauf als prompt_json
codex,nachher,prompt-input,gesamt,prompt_json_setup,24915,bytes,Setup-Lauf mit cwd /tmp/lazy-mess/work; anderer Lauf als prompt_json
codex,vorher,prompt-input,gesamt,plugins_instructions,1014,zeichen,"Block <plugins_instructions>, listet keine Plugins"
codex,vorher,prompt-input,gesamt,plugins_instructions,209,tokens,Block <plugins_instructions>
codex,nachher,prompt-input,gesamt,plugins_instructions,1014,zeichen,"Block <plugins_instructions>, listet keine Plugins"
codex,nachher,prompt-input,gesamt,plugins_instructions,209,tokens,Block <plugins_instructions>
claude,vorher,dynamisch,bertram,spawn,1,bool,"Agent subagent_type=bertram:bertram, ohne model-Parameter; Lauf bertram-dyn-before"
claude,vorher,dynamisch,bertram,spawn_prompt,697,zeichen,User-Text plus eigener Rahmen der Hauptsitzung
claude,vorher,dynamisch,bertram,main_first,32922,tokens,input 2 + cache_creation 22937 + cache_read 9983
claude,vorher,dynamisch,bertram,main_sum,71420,tokens,Spawn + Abschluss
claude,vorher,dynamisch,bertram,main_n,2,requests,
claude,vorher,dynamisch,bertram,sub_first,22845,tokens,input 2 + cache_creation 19533 + cache_read 3310; 5 Skills vorgeladen
